,news,date
15,It’s time to update our stereotypes.,2018-08-11T18:30:05+0000
16,The chief executive is said to have written his Twitter post last week in haste. But he said Monday he had Saudi financial backing for a buyout plan.,2018-08-13T14:05:37+0000
17,The chief executive is said to have written his Twitter post last week in haste. But he said Monday he had Saudi financial backing for a buyout plan.,2018-08-13T14:05:37+0000
18,Executives are permitted to disclose market-moving information on social media. But Mr. Musk has provided regulators ample opportunity to re-examine the policy.,2018-08-13T23:59:58+0000
19,Executives are permitted to disclose market-moving information on social media. But Mr. Musk has provided regulators ample opportunity to re-examine the policy.,2018-08-13T23:59:58+0000
20,Tesla’s C.E.O. revealed more details about his plan to take the company private. They do little to clear up confusion surrounding the potential deal.,2018-08-14T10:34:04+0000
21,"Three independent members of the board will have “full power and authority” to evaluate any privatization efforts proposed by Elon Musk, the chief executive.",2018-08-14T14:50:00+0000
22,"Three independent members of the board will have “full power and authority” to evaluate any privatization efforts proposed by Elon Musk, the chief executive.",2018-08-14T14:50:00+0000
23,"Tesla’s board of directors has hired multiple outside law firms, and a number of board members and Tesla employees have urged Mr. Musk to stop posting on Twitter.",2018-08-15T00:17:37+0000
24,"Tesla’s board of directors has hired multiple outside law firms, and a number of board members and Tesla employees have urged Mr. Musk to stop posting on Twitter.",2018-08-15T00:17:37+0000
25,The company’s directors want to rein in Elon Musk. They have their work cut out.,2018-08-15T10:17:34+0000
26,"The private equity firm is informally advising Elon Musk on his push to remove the automaker from public markets. It’s been here before, with Dell.",2018-08-15T11:38:58+0000
27,"The private equity firm is informally advising Elon Musk on his push to remove the automaker from public markets. It’s been here before, with Dell.",2018-08-15T11:38:58+0000
28,"The government is investigating Tesla after Mr. Musk said he had secured funding to take the electric-car company private, causing its shares to soar.",2018-08-15T18:13:03+0000
29,"The government is investigating Tesla after Mr. Musk said he had secured funding to take the electric-car company private, causing its shares to soar.",2018-08-15T18:13:03+0000
30,The same traits that have made Mr. Musk a great entrepreneur also make him a potentially troublesome chief executive. Tesla’s board should act as a filter.,2018-08-15T20:02:10+0000
31,The same traits that have made Mr. Musk a great entrepreneur also make him a potentially troublesome chief executive. Tesla’s board should act as a filter.,2018-08-15T20:02:10+0000
32,Let me answer the question many are thinking: Is he crazy? ,2018-08-16T15:25:32+0000
33,Let me answer the question many are thinking: Is he crazy? ,2018-08-16T15:25:32+0000
34,"After setting off a furor that unsettled the markets and his own board, the Tesla chief talks about the pressure he is under and his struggle to cope.",2018-08-17T03:22:11+0000
35,"After setting off a furor that unsettled the markets and his own board, the Tesla chief talks about the pressure he is under and his struggle to cope.",2018-08-17T03:22:11+0000
36,"The Tesla chief executive addressed a wide range of issues, including the search for a chief operating officer and his tweet that sent the company’s shares soaring.",2018-08-17T10:06:28+0000
37,"The Tesla chief executive addressed a wide range of issues, including the search for a chief operating officer and his tweet that sent the company’s shares soaring.",2018-08-17T10:06:28+0000
38,The Tesla chief told The New York Times that working nonstop to turn the company around is taking its toll on him. His directors agree.,2018-08-17T10:16:59+0000
39,The Tesla chief told The New York Times that working nonstop to turn the company around is taking its toll on him. His directors agree.,2018-08-17T10:16:59+0000
40,"Twitter struggled, and failed, to answer the question of what is allowed on its platform. And Elon Musk dealt with the consequences of having tweeted in the first place.",2018-08-17T13:00:01+0000
41,"Twitter struggled, and failed, to answer the question of what is allowed on its platform. And Elon Musk dealt with the consequences of having tweeted in the first place.",2018-08-17T13:00:01+0000
42,Why can’t Republicans in Congress react like the Tesla board of directors to impulsive and irrational tweets?,2018-08-17T17:16:55+0000
43,Why can’t Republicans in Congress react like the Tesla board of directors to impulsive and irrational tweets?,2018-08-17T17:16:55+0000
44,The rapper’s account of an encounter with Elon Musk set social media on fire. But that wasn’t the last word. Not by a long shot.,2018-08-17T22:28:31+0000
45,The rapper’s account of an encounter with Elon Musk set social media on fire. But that wasn’t the last word. Not by a long shot.,2018-08-17T22:28:31+0000
46,"Tesla’s stock tumbled 10 percent Friday, generating more than $1 billion in profits for investors betting on a fall in the electric-car maker’s shares.",2018-08-18T00:05:44+0000
47,"Tesla’s stock tumbled 10 percent Friday, generating more than $1 billion in profits for investors betting on a fall in the electric-car maker’s shares.",2018-08-18T00:05:44+0000
48,R.I.P. Queen of Soul. The trials of Elon Musk. Madonna is 60. What the heck is cubing? Meet Rashida Tlaib. And more.,2018-08-18T09:00:06+0000
49,"“This past year has been the most difficult and painful year of my career,” said Mr. Musk, the head of Tesla. “It was excruciating.”",2018-08-18T09:00:12+0000
50,"“This past year has been the most difficult and painful year of my career,” said Mr. Musk, the head of Tesla. “It was excruciating.”",2018-08-18T09:00:12+0000
51,Serial entrepreneur Elon Musk wants to fundamentally change the way we live. But his path to success has been characterized by both great accomplishments and flirtations with failure.,2018-08-18T19:55:38+0000
52,Serial entrepreneur Elon Musk wants to fundamentally change the way we live. But his path to success has been characterized by both great accomplishments and flirtations with failure.,2018-08-18T19:55:38+0000
53,"For our Corner Office columnist, an hour with a deeply emotional Mr. Musk was not just another C.E.O. interview.",2018-08-19T19:29:27+0000
54,"For our Corner Office columnist, an hour with a deeply emotional Mr. Musk was not just another C.E.O. interview.",2018-08-19T19:29:27+0000
55,"The electric-car maker’s cash position was closely watched even before its chief executive, Elon Musk, floated the idea of taking the company private.",2018-08-20T00:44:37+0000
56,"The electric-car maker’s cash position was closely watched even before its chief executive, Elon Musk, floated the idea of taking the company private.",2018-08-20T00:44:37+0000
57,"Tesla shares dropped after the company founder’s emotional interview with The New York Times. Investors, and Arianna Huffington, are concerned.",2018-08-20T10:34:30+0000
58,"Tesla shares dropped after the company founder’s emotional interview with The New York Times. Investors, and Arianna Huffington, are concerned.",2018-08-20T10:34:30+0000
59,Many auto parts companies consider the carmaker a financial risk to their businesses.,2018-08-21T10:15:23+0000
60,Many auto parts companies consider the carmaker a financial risk to their businesses.,2018-08-21T10:15:23+0000
61,A buyout of the electric-car maker would be complicated and costly.,2018-08-23T18:15:52+0000
62,A buyout of the electric-car maker would be complicated and costly.,2018-08-23T18:15:52+0000
63,Elon Musk has insisted that taking the company private would allow it to achieve its potential. A letter from ARK Invest on Thursday took issue with his argument.,2018-08-23T19:51:37+0000
64,Elon Musk has insisted that taking the company private would allow it to achieve its potential. A letter from ARK Invest on Thursday took issue with his argument.,2018-08-23T19:51:37+0000
65,Figuring out the numbers required to remove the automaker from the stock markets is complex — and perhaps even unmoored from reality.,2018-08-24T10:26:55+0000
